gameid,gametype,category,mechanic,playingtime,minplayers,maxplayers,minage,weight,title,year,num_voters,geek_rating,avg_rating
317985,strategygames,Science Fiction;; Space Exploration,Area Majority / Influence;; Contracts;; Events;; Point to Point Movement;; Tech Trees / Tech Tracks;; Worker Placement,120,2,4,14,3.1303,Beyond the Sun,2020,11562,7.59,7.96
231733,thematic;; strategygames,Post-Napoleonic,"Deck, Bag, and Pool Building;; Hand Management;; Open Drafting;; Solo / Solitaire Game;; Worker Placement;; Worker Placement, Different Worker Types",90,1,4,14,3.1138,Obsession,2018,7780,7.582,8.18
180263,thematic,Adventure;; Card Game;; Exploration;; Science Fiction,Area Movement;; Cooperative Game;; Hand Management;; Map Addition;; Modular Board;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers,1000,1,4,14,2.8995,The 7th Continent,2017,21288,7.577,7.88
264220,thematic,Adventure;; Exploration;; Fantasy;; Mature / Adult;; Medieval;; Mythology;; Travel,"Area Movement;; Campaign / Battle Card Driven;; Cooperative Game;; Deck, Bag, and Pool Building;; Dice Rolling;; Hand Management;; Map Addition;; Modular Board;; Narrative Choice / Paragraph;; Role Playing;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers",120,1,4,14,3.3303,Tainted Grail: The Fall of Avalon,2019,11027,7.574,8.14
295770,strategygames,Adventure;; Exploration;; Fantasy;; Fighting;; Miniatures,"Campaign / Battle Card Driven;; Communication Limits;; Cooperative Game;; Deck Construction;; Deck, Bag, and Pool Building;; Grid Movement;; Hand Management;; Hexagon Grid;; Legacy Game;; Modular Board;; Once-Per-Game Abilities;; Scenario / Mission / Campaign Game;; Simultaneous Action Selection;; Solo / Solitaire Game;; Variable Player Powers",120,1,4,14,4.2863,Frosthaven,2022,4289,7.568,8.84
236457,strategygames,City Building;; Medieval,Contracts;; Open Drafting;; Solo / Solitaire Game;; Variable Player Powers;; Worker Placement,80,1,5,12,2.7489,Architects of the West Kingdom,2018,26178,7.561,7.76
93,strategygames,Medieval;; Renaissance,Action Drafting;; Area Majority / Influence;; Area Movement;; Auction/Bidding;; Hand Management;; Memory;; Open Drafting;; Selection Order Bid;; Simultaneous Action Selection;; Turn Order: Progressive;; Turn Order: Stat-Based,120,2,5,12,3.0399,El Grande,1995,26601,7.556,7.73
279537,strategygames,Deduction;; Puzzle,Action Points;; Deduction;; End Game Bonuses;; Paper-and-Pencil;; Solo / Solitaire Game;; Turn Order: Time Track,75,1,4,13,2.3779,The Search for Planet X,2020,9199,7.552,8.01
37111,thematic,Bluffing;; Deduction;; Movies / TV / Radio theme;; Political;; Science Fiction;; Space Exploration;; Spies/Secret Agents,Area Movement;; Dice Rolling;; Hand Management;; Hidden Roles;; Once-Per-Game Abilities;; Role Playing;; Team-Based Game;; Traitor Game;; Variable Player Powers;; Variable Set-up;; Voting,180,3,6,14,3.2494,Battlestar Galactica: The Board Game,2008,35653,7.547,7.73
122515,strategygames,City Building;; Economic;; Renaissance;; Territory Building;; Transportation,"Auction/Bidding;; Auction: Fixed Placement;; Auction: Multiple Lot;; Constrained Bidding;; End Game Bonuses;; Hexagon Grid;; Modular Board;; Network and Route Building;; Ownership;; Set Collection;; Tile Placement;; Turn Order: Auction;; Variable Set-up;; Worker Placement;; Worker Placement, Different Worker Types",120,2,6,12,3.3425,Keyflower,2012,22044,7.543,7.74
18602,strategygames,City Building;; Economic;; Medieval,Action Queue;; Ownership;; Turn Order: Claim Action;; Turn Order: Pass Order;; Variable Set-up;; Worker Placement,150,2,5,12,3.799,Caylus,2005,28630,7.538,7.73
225694,partygames,Bluffing;; Deduction;; Party Game;; Spies/Secret Agents;; Word Game,Communication Limits;; Targeted Clues;; Team-Based Game,45,3,8,12,1.8114,Decrypto,2018,19271,7.537,7.78
170042,strategygames,Medieval;; Nautical,"Contracts;; Dice Rolling;; Hand Management;; Worker Placement;; Worker Placement, Different Worker Types",80,2,4,12,2.5497,Raiders of the North Sea,2015,22144,7.531,7.75
172386,strategygames,Economic,"Action Queue;; Area Majority / Influence;; Deck, Bag, and Pool Building;; Hand Management;; Investment;; Open Drafting;; Simultaneous Action Selection;; Stock Holding;; Turn Order: Claim Action;; Variable Player Powers;; Worker Placement",150,2,4,12,3.8998,Mombasa,2015,12826,7.531,7.86
155821,strategygames,Card Game;; Exploration;; Medieval;; Mythology,Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Closed Drafting;; Hand Management;; Interrupts;; King of the Hill;; Map Addition;; Modular Board;; Variable Set-up,90,2,4,14,2.8887,Inis,2016,17996,7.531,7.82
40834,strategygames,Card Game;; Medieval,"Deck, Bag, and Pool Building;; Delayed Purchase;; Hand Management",30,2,6,13,2.4164,Dominion: Intrigue,2009,32970,7.529,7.69
42,strategygames,Ancient;; Civilization;; Territory Building,Area Majority / Influence;; Connections;; Hand Management;; Hidden Victory Points;; Highest-Lowest Scoring;; Income;; Set Collection;; Square Grid;; Tile Placement,90,2,4,12,3.5024,Tigris & Euphrates,1997,27850,7.524,7.7
73439,strategygames,Dice;; Economic;; Medieval,"Area Majority / Influence;; Dice Rolling;; End Game Bonuses;; Events;; Hidden Victory Points;; Income;; Ownership;; Set Collection;; Solo / Solitaire Game;; Turn Order: Progressive;; Variable Set-up;; Worker Placement with Dice Workers;; Worker Placement, Different Worker Types",90,1,4,12,3.4606,Troyes,2010,22348,7.524,7.72
203993,strategygames,Renaissance,Dice Rolling;; Open Drafting;; Worker Placement;; Worker Placement with Dice Workers,120,2,4,12,3.299,Lorenzo il Magnifico,2016,12873,7.523,7.86
146021,thematic,Adventure;; Fighting;; Horror;; Novel-based;; Travel,Action Points;; Cooperative Game;; Dice Rolling;; Point to Point Movement;; Resource to Move;; Role Playing;; Solo / Solitaire Game;; Stat Check Resolution;; Variable Player Powers,240,1,8,14,3.3185,Eldritch Horror,2013,34758,7.523,7.76
269385,thematic,Adventure;; Fantasy;; Fighting;; Miniatures;; Novel-based,"Campaign / Battle Card Driven;; Cooperative Game;; Deck, Bag, and Pool Building;; Modular Board;; Role Playing;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Stat Check Resolution;; Variable Player Powers",120,1,5,14,2.6374,The Lord of the Rings: Journeys in Middle-Earth,2019,14805,7.521,7.94
163068,strategygames,Post-Napoleonic,"Action Points;; Action Queue;; Catch the Leader;; Dice Rolling;; Simultaneous Action Selection;; Tile Placement;; Turn Order: Stat-Based;; Worker Placement;; Worker Placement, Different Worker Types",180,2,4,14,4.2496,Trickerion: Legends of Illusion,2015,9674,7.521,7.97
12493,thematic;; strategygames,Civilization;; Negotiation;; Political;; Science Fiction;; Space Exploration;; Wargame,Action Points;; Area-Impulse;; Dice Rolling;; Follow;; Grid Movement;; Hexagon Grid;; Increase Value of Unchosen Resources;; Modular Board;; Player Elimination;; Tile Placement;; Trading;; Variable Phase Order;; Variable Player Powers;; Voting,240,3,6,14,4.2561,Twilight Imperium: Third Edition,2005,19115,7.517,7.8
144733,strategygames,Industry / Manufacturing;; Trains,End Game Bonuses;; Tech Trees / Tech Tracks;; Turn Order: Claim Action;; Worker Placement,120,2,4,13,3.4046,Russian Railroads,2013,17299,7.502,7.74
163412,abstracts;; familygames,Abstract Strategy;; Economic;; Puzzle,Grid Coverage;; Income;; Open Drafting;; Rondel;; Square Grid;; Tile Placement;; Turn Order: Stat-Based;; Turn Order: Time Track;; Victory Points as a Resource,30,2,2,8,1.6076,Patchwork,2014,60746,7.502,7.61
102680,strategygames,Ancient;; Political,Area Movement;; Hand Management;; Mancala;; Open Drafting;; Set Collection,120,2,4,12,3.6501,Trajan,2011,16979,7.497,7.75
205896,strategygames,Bluffing;; Fantasy;; Miniatures;; Mythology;; Negotiation;; Wargame,Action Drafting;; Alliances;; Area Majority / Influence;; Area Movement;; Auction: Sealed Bid;; Betting and Bluffing;; Closed Drafting;; End Game Bonuses;; Follow;; Force Commitment;; Negotiation;; Set Collection;; Simultaneous Action Selection;; Take That;; Variable Phase Order;; Variable Player Powers;; Variable Set-up,120,3,5,14,3.2918,Rising Sun,2018,19970,7.493,7.79
218417,strategygames,Card Game;; Fantasy;; Science Fiction,"Cooperative Game;; Deck, Bag, and Pool Building;; Hand Management;; Open Drafting;; Variable Phase Order;; Variable Player Powers",60,1,4,14,2.9091,Aeon's End: War Eternal,2017,5195,7.485,8.3
36218,strategygames,Card Game;; Medieval,"Deck, Bag, and Pool Building;; Delayed Purchase;; Hand Management;; Take That;; Variable Set-up",30,2,4,13,2.351,Dominion,2008,87355,7.484,7.6
281259,familygames,Animals;; Fantasy;; Puzzle,Closed Drafting;; Grid Coverage;; Hidden Victory Points;; Income;; Open Drafting;; Pattern Building;; Set Collection;; Solo / Solitaire Game;; Square Grid;; Tile Placement;; Turn Order: Stat-Based,90,1,4,8,2.3483,The Isle of Cats,2019,18513,7.484,7.76
256916,strategygames,Ancient;; Economic,"Action Retrieval;; Advantage Token;; Auction: Dutch;; Communication Limits;; Deck, Bag, and Pool Building;; Follow;; Hand Management;; Movement Points;; Network and Route Building;; Open Drafting;; Point to Point Movement;; Set Collection;; Team-Based Game;; Variable Set-up",120,2,6,12,3.0205,Concordia Venus,2018,4756,7.479,8.29
233371,strategygames,Science Fiction,"Deck, Bag, and Pool Building;; Delayed Purchase;; Modular Board;; Open Drafting;; Player Elimination;; Point to Point Movement;; Push Your Luck",90,2,4,12,2.5565,Clank! In! Space!: A Deck-Building Adventure,2017,13179,7.476,7.81
175640,strategygames,Economic;; Industry / Manufacturing,Area Majority / Influence;; Variable Phase Order;; Worker Placement,135,1,4,14,4.0149,Vinhos: Deluxe Edition,2016,6191,7.471,8.12
178900,partygames,Card Game;; Deduction;; Party Game;; Spies/Secret Agents;; Word Game,Communication Limits;; Memory;; Push Your Luck;; Team-Based Game,15,2,8,14,1.2684,Codenames,2015,85044,7.468,7.56
172287,strategygames,Adventure;; Dice;; Fantasy;; Fighting;; Medieval;; Mythology,Dice Rolling;; Set Collection;; Variable Player Powers;; Worker Placement,90,2,4,10,2.6015,Champions of Midgard,2015,16552,7.465,7.74
198928,strategygames,Medical;; Post-Napoleonic;; Trains,Action Points;; Cooperative Game;; Hand Management;; Network and Route Building;; Point to Point Movement;; Set Collection;; Solo / Solitaire Game;; Trading;; Variable Player Powers,45,2,5,8,2.5739,Pandemic: Iberia,2016,10016,7.465,7.9
132531,strategygames,Civilization;; Dice;; Economic;; Science Fiction;; Space Exploration,"Action Retrieval;; Contracts;; Deck, Bag, and Pool Building;; Dice Rolling;; Follow;; Simultaneous Action Selection;; Variable Phase Order;; Variable Player Powers;; Worker Placement with Dice Workers",45,2,5,13,2.7759,Roll for the Galaxy,2014,30573,7.461,7.61
196340,strategygames,Economic,"Contracts;; End Game Bonuses;; Grid Movement;; Modular Board;; Network and Route Building;; Set Collection;; Variable Set-up;; Worker Placement;; Worker Placement, Different Worker Types",90,2,4,14,3.3161,Yokohama,2016,11058,7.46,7.82
4098,strategygames,Economic;; Trains;; Transportation,Auction/Bidding;; Catch the Leader;; Connections;; Dice Rolling;; Loans;; Network and Route Building;; Pick-up and Deliver;; Player Elimination;; Scenario / Mission / Campaign Game;; Selection Order Bid;; Tile Placement;; Turn Order: Auction;; Victory Points as a Resource,120,1,6,13,3.8876,Age of Steam,2002,10486,7.459,7.83
175155,strategygames,Bluffing;; Fighting;; Miniatures;; Science Fiction;; Wargame,"Area Majority / Influence;; Area Movement;; Card Play Conflict Resolution;; Deck, Bag, and Pool Building;; Dice Rolling;; Hand Management;; Modular Board;; Order Counters;; Variable Player Powers",180,2,4,14,3.841,Forbidden Stars,2015,8805,7.459,7.97
43015,strategygames,Medieval,Action Points;; Area Majority / Influence;; End Game Bonuses;; Network and Route Building;; Ownership;; Tech Trees / Tech Tracks,90,2,5,12,3.0995,Hansa Teutonica,2009,14509,7.456,7.72
266524,familygames,Animals;; Economic;; Environmental;; Travel,Contracts;; End Game Bonuses;; Modular Board;; Solo / Solitaire Game;; Track Movement;; Turn Order: Claim Action;; Worker Placement,60,1,5,10,2.1464,PARKS,2019,21075,7.454,7.7
263918,familygames,Fantasy;; Territory Building,Bingo;; End Game Bonuses;; Grid Coverage;; Line Drawing;; Paper-and-Pencil;; Simultaneous Action Selection;; Solo / Solitaire Game;; Square Grid;; Variable Set-up,45,1,100,10,1.8864,Cartographers,2019,25193,7.453,7.64
217372,familygames,Adventure;; Exploration;; Racing,"Deck, Bag, and Pool Building;; Delayed Purchase;; Grid Movement;; Hand Management;; Hexagon Grid;; Modular Board;; Open Drafting;; Race",60,2,4,10,1.9302,The Quest for El Dorado,2017,21288,7.447,7.65
30549,strategygames;; familygames,Medical,Action Points;; Cooperative Game;; Hand Management;; Point to Point Movement;; Set Collection;; Tags;; Variable Player Powers,45,2,4,8,2.4025,Pandemic,2008,119259,7.446,7.55
310873,strategygames,Economic;; Industry / Manufacturing,"Action Retrieval;; Area Movement;; Connections;; End Game Bonuses;; Follow;; Grid Movement;; Income;; Movement Points;; Network and Route Building;; Resource to Move;; Solo / Solitaire Game;; Square Grid;; Tech Trees / Tech Tracks;; Turn Order: Progressive;; Variable Phase Order;; Worker Placement, Different Worker Types",120,1,4,12,3.8147,Carnegie,2022,6551,7.443,8.06
262712,strategygames,Card Game;; Fantasy,Hand Management;; Open Drafting;; Race;; Score-and-Reset Game;; Take That;; Turn Order: Pass Order;; Variable Player Powers,60,2,4,12,2.6274,Res Arcana,2019,19408,7.44,7.68
274364,strategygames,Card Game;; Political,Action/Event;; Campaign / Battle Card Driven;; Connections;; Hand Management;; Once-Per-Game Abilities;; Take That;; Tug of War,60,2,2,12,2.2548,Watergate,2019,10315,7.435,7.81
118048,strategygames,Arabian;; Card Game,End Game Bonuses;; Modular Board;; Open Drafting;; Set Collection;; Square Grid;; Turn Order: Progressive;; Worker Placement,60,2,2,12,2.3435,Targi,2012,21388,7.432,7.62
271055,strategygames,Fantasy,"Dice Rolling;; Hand Management;; Modular Board;; Solo / Solitaire Game;; Variable Player Powers;; Worker Placement;; Worker Placement, Different Worker Types",150,1,5,14,3.2661,Dwellings of Eldervale,2020,5386,7.431,8.21
127023,strategygames,Ancient;; Miniatures;; Mythology;; Wargame,Action Points;; Area Majority / Influence;; Area Movement;; Card Play Conflict Resolution;; Hand Management;; Open Drafting;; Tech Trees / Tech Tracks,120,2,5,13,3.0028,Kemet,2012,18550,7.431,7.67
2511,thematic,Deduction;; Murder/Mystery;; Novel-based;; Post-Napoleonic;; Spies/Secret Agents,Cooperative Game;; Deduction;; Narrative Choice / Paragraph;; Solo / Solitaire Game;; Storytelling,120,1,8,13,2.673,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,20362,7.43,7.66
161970,strategygames,Deduction;; Fantasy,Action Drafting;; Constrained Bidding;; Deduction;; End Game Bonuses;; Events;; Hand Management;; Open Drafting;; Turn Order: Progressive,120,2,4,13,3.9236,Alchemists,2014,21723,7.427,7.65
147020,strategygames,Card Game;; Fighting;; Science Fiction,"Deck, Bag, and Pool Building;; Delayed Purchase;; Hand Management;; Income;; Open Drafting;; Tags;; Take That;; Variable Set-up",20,2,2,12,1.9315,Star Realms,2014,42580,7.425,7.57
271324,strategygames,Card Game;; Civilization;; Economic;; Science Fiction,Closed Drafting;; End Game Bonuses;; Hand Management;; Set Collection;; Simultaneous Action Selection;; Solo / Solitaire Game;; Variable Player Powers,60,1,5,14,2.3113,It's a Wonderful World,2019,15641,7.424,7.71
233398,strategygames,Exploration;; Nautical;; Renaissance,Area Majority / Influence;; Open Drafting;; Point to Point Movement;; Set Collection;; Tech Trees / Tech Tracks,90,2,5,13,2.8272,Endeavor: Age of Sail,2018,8690,7.423,7.91
308765,strategygames,City Building;; Medieval;; Puzzle,Area Majority / Influence;; Enclosure;; End Game Bonuses;; Hexagon Grid;; Income;; Three Dimensional Movement;; Tile Placement;; Track Movement;; Variable Set-up,150,1,4,12,3.7548,Praga Caput Regni,2020,7410,7.419,7.96
220877,strategygames,Dice;; Economic;; Renaissance;; Territory Building,Connections;; Dice Rolling;; Network and Route Building;; Race;; Tile Placement;; Worker Placement;; Worker Placement with Dice Workers,75,2,4,12,2.8945,Rajas of the Ganges,2017,12895,7.418,7.73
146652,thematic,Card Game;; Fighting;; Horror;; Movies / TV / Radio theme;; Science Fiction,"Cooperative Game;; Deck, Bag, and Pool Building;; Delayed Purchase;; Events;; Hidden Roles;; Open Drafting;; Player Elimination;; Solo / Solitaire Game;; Team-Based Game;; Traitor Game;; Variable Player Powers",60,1,5,17,2.7036,Legendary Encounters: An Alien Deck Building Game,2014,12832,7.416,7.76
254640,partygames,Party Game;; Word Game,Communication Limits;; Cooperative Game,60,3,7,8,1.045,Just One,2018,23093,7.415,7.59
34635,strategygames;; familygames,Dice;; Economic;; Prehistoric,Contracts;; Dice Rolling;; End Game Bonuses;; Set Collection;; Turn Order: Progressive;; Worker Placement,90,2,4,10,2.4634,Stone Age,2008,50784,7.415,7.53
